application_id,annual_income,credit_score,loan_amount,years_in_business,num_employees,previous_loans,debt_to_income_ratio,monthly_revenue,loan_purpose,industry,has_collateral,education_level,geographic_region,default,loan_to_income,rev_to_loan_ratio,rev_per_employee,credit_tier,default_probability,decision_tier
990,142044.73809237016,750.4717980426079,12858.969161441622,0.0547955079658252,6,2,0.5548845545450322,4682.341140095864,real_estate,retail,no,phd,southeast,0,0.09052759950234533,4.369564385427852,9364.682280191728,Elite,0.18,🟢 Low Risk (Auto-Approve)
991,120173.12417139122,743.0193349695062,7454.319977793406,4.894986171184173,10,2,0.1624735828141285,9267.888827795605,equipment,retail,yes,masters,southeast,0,0.06202984260575631,14.919491820160436,11121.466593354726,Average,0.04,🟢 Low Risk (Auto-Approve)
992,52978.80403758539,780.173791990446,2770.4971244683456,1.0863449861227912,7,3,0.5556757428848652,4155.961145574325,real_estate,manufacturing,no,masters,northeast,0,0.052294444444288296,18.000933228350554,7124.504820984557,Elite,0.1,🟢 Low Risk (Auto-Approve)
993,10080.790235496446,831.0045534788795,8188.372828964032,0.3740090659709949,9,0,0.1236096588341204,7788.239869084309,business_expansion,manufacturing,no,masters,southwest,0,0.8122748948917874,11.413608097866232,10384.319825445746,Elite,0.15,🟢 Low Risk (Auto-Approve)
994,43492.64695136476,739.8533192842758,20574.17252412958,0.5391351308264718,9,0,0.0794734421718475,9307.897319128682,equipment,food,yes,masters,southwest,0,0.47304944551055844,5.428882629352288,12410.529758838244,Average,0.02,🟢 Low Risk (Auto-Approve)
995,51707.79856519288,658.4484715289982,18296.340298055256,9.901429114837024,8,2,0.270661443422984,3789.903181936318,business_expansion,technology,no,bachelors,midwest,0,0.3538410221620118,2.48567950980174,5684.854772904477,Average,0.06,🟢 Low Risk (Auto-Approve)
996,148572.64047609462,740.4530328178266,5927.583450046973,4.459410592799659,8,1,0.2713000303830102,6249.946401993233,real_estate,manufacturing,no,masters,west,0,0.03989687085759725,12.65260244009293,9374.919602989848,Average,0.06,🟢 Low Risk (Auto-Approve)
997,26404.59745270199,755.7195228191321,11600.773800631656,0.8149221702421072,6,0,0.4968393118470496,7330.317028817273,equipment,retail,no,bachelors,southwest,1,0.4393467395748745,7.58258077069115,14660.634057634546,Elite,0.25,🟡 Medium Risk (Manual Review)
998,14320.743718847085,841.9579973754388,37945.20590554499,9.928555827479808,9,0,0.3692654654317535,10500.92103864032,working_capital,retail,yes,bachelors,midwest,1,2.6496672694174737,3.3208688543516276,14001.228051520426,Elite,0.93,🔴 High Risk (Auto-Reject)
999,35148.10419341579,772.4069580053176,35727.71521205541,0.4528791763438731,5,1,0.1997407550285946,7029.044568173812,business_expansion,healthcare,yes,bachelors,west,0,1.0164905343244144,2.360871226090172,16869.706963617147,Elite,0.06,🟢 Low Risk (Auto-Approve)
1000,27691.3968389942,792.86529147536,25643.091831356047,3.9674494471135366,14,2,0.1546625869960014,3971.0329816523663,business_expansion,healthcare,no,bachelors,midwest,0,0.9260309972968287,1.8582936914635095,3403.7425557020283,Elite,0.21,🟡 Medium Risk (Manual Review)
1001,12917.072483663467,829.098594932727,8976.09487245317,3.207798043212664,9,1,0.4556760792527979,9008.712064408704,real_estate,services,no,phd,southeast,1,0.6949016415140081,12.043605410707903,12011.616085878273,Elite,0.68,🔴 High Risk (Auto-Reject)
1002,46849.906378200685,747.7364091868276,48180.60764373055,5.169109678610219,15,2,0.289886347545371,8763.87997564758,equipment,retail,no,bachelors,west,1,1.028403498926714,2.182757023020976,7011.103980518064,Average,0.66,🔴 High Risk (Auto-Reject)
1003,53261.32324816147,735.1186518180994,21430.88039723943,1.442338299948278,8,5,0.3196120884438492,7442.25632521317,working_capital,manufacturing,no,masters,midwest,0,0.40237228612188497,4.167214516957593,11163.384487819756,Average,0.04,🟢 Low Risk (Auto-Approve)
1004,12128.790089871476,731.7214240349041,12772.89138197823,1.5416682286583354,12,0,0.4936313571035606,39457.90333294084,equipment,services,yes,bachelors,midwest,0,1.053105156189044,37.07029409671192,39457.90333294084,Average,0.37,🔴 High Risk (Auto-Reject)
1005,38955.04221452643,688.1409738987008,9308.197862818895,2.9390259047518685,7,1,0.3466568948519969,5785.199149081517,working_capital,technology,no,bachelors,southeast,0,0.2389471897260028,7.458198763294695,9917.484255568315,Average,0.04,🟢 Low Risk (Auto-Approve)
1006,26160.267160463125,821.0036855009283,40509.76560899302,1.5235190432257657,7,0,0.3222692624881644,5509.299673579887,working_capital,manufacturing,no,masters,northeast,1,1.5485226263368121,1.6319915726266783,9444.51372613695,Elite,0.88,🔴 High Risk (Auto-Reject)
1007,54588.56072952475,,771.8865834630118,0.1266904962774546,6,6,0.0989966398798148,1107.6837106448029,working_capital,retail,yes,bachelors,west,0,0.014140079407617162,17.22041140824491,2215.3674212896058,Subprime,0.06,🟢 Low Risk (Auto-Approve)
1008,58719.9380840398,722.4286224002985,30043.67872138892,3.924757621728209,9,2,0.1329514460362079,6658.442873761012,working_capital,retail,no,masters,southeast,0,0.5116435694872582,2.659505023539218,8877.92383168135,Average,0.02,🟢 Low Risk (Auto-Approve)
1009,26164.97187052718,787.4574931933053,16341.417827693766,3.072847978778429,9,2,0.6065972767385532,1551.7942595943284,business_expansion,retail,no,masters,southwest,0,0.6245532350868341,1.1395297098134332,2069.059012792438,Elite,0.16,🟢 Low Risk (Auto-Approve)
1010,104323.69774538446,629.3391307625333,52663.24016027731,1.6534474607253415,10,1,0.7457999892259082,5592.51483795728,equipment,services,yes,bachelors,northeast,1,0.5048061111561516,1.2743267951467039,6711.017805548737,Subprime,0.37,🔴 High Risk (Auto-Reject)
1011,50829.94679831077,751.540511494394,99572.84921399529,1.0821760969848009,7,1,0.390581678248154,14298.832371316068,business_expansion,services,no,high_school,southeast,0,1.9589406538057677,1.723220635045119,24512.28406511326,Elite,0.35,🔴 High Risk (Auto-Reject)
1012,27275.953696791847,757.6016356329242,12863.237980792012,1.1601913806118915,10,0,0.1633345983758255,13518.51898529073,working_capital,services,yes,masters,southeast,0,0.47159626841223756,12.611305805406584,16222.222782348876,Elite,0.02,🟢 Low Risk (Auto-Approve)
1013,11302.264689610454,792.867583864383,48673.56647815767,4.053113218955202,6,3,0.2471790948103663,19776.65066109662,business_expansion,services,yes,high_school,west,1,4.306532169866857,4.875743141601449,39553.30132219324,Elite,0.88,🔴 High Risk (Auto-Reject)
1014,61075.742506325136,820.0890141647706,31129.25512160773,3.918690851258998,9,3,0.3236760880483739,15928.756187053825,business_expansion,healthcare,no,high_school,midwest,0,0.5096827945789429,6.140367750462699,21238.34158273843,Elite,0.04,🟢 Low Risk (Auto-Approve)
1015,72404.16061922969,522.3904527039512,28716.01547261223,5.126422898735187,10,2,0.0949596450451211,11900.71068521227,business_expansion,services,no,bachelors,southeast,0,0.3966072560888938,4.973131747987469,14280.852822254727,Subprime,0.03,🟢 Low Risk (Auto-Approve)
1016,33527.59064684272,717.4099238175864,6059.829562293036,4.308728983942684,10,4,0.3579856456727481,2332.273991574793,equipment,services,yes,high_school,southeast,1,0.1807415756808546,4.618494235060159,2798.728789889751,Average,0.77,🔴 High Risk (Auto-Reject)
1017,55903.47317450433,781.3049464215044,15251.217304499563,4.255761028778808,7,1,0.2930824196834192,3487.7611909355087,equipment,manufacturing,no,high_school,southwest,0,0.2728134128069725,2.7442487675313747,5979.019184460872,Elite,0.02,🟢 Low Risk (Auto-Approve)
1018,142040.26105101008,727.2707111401321,47298.00753127093,0.8701475517743611,12,2,0.5648511768311214,5717.300368885493,business_expansion,services,yes,phd,northeast,1,0.33299014787282794,1.450538997467625,5717.300368885492,Average,0.65,🔴 High Risk (Auto-Reject)
1019,93398.481130342,740.0984039615297,57219.709269077255,0.3214615501593057,8,1,0.0947087228144973,9453.06337354896,business_expansion,technology,yes,masters,west,0,0.6126406829809624,1.9824770508558165,14179.595060323438,Average,0.11,🟢 Low Risk (Auto-Approve)
1020,4388.366218770183,749.5650804497787,70087.30728748348,4.303332742986208,10,0,0.1990245555996662,,equipment,retail,no,masters,midwest,1,15.971161884279814,,,Average,0.97,🔴 High Risk (Auto-Reject)
1021,26999.01789976225,725.8564283462969,15316.174223159242,0.3114784790052624,9,1,0.6037920762238435,21514.727396866245,business_expansion,services,no,masters,southwest,1,0.5672863464894445,16.856476362877338,28686.30319582166,Average,0.7,🔴 High Risk (Auto-Reject)
1022,45086.77718077764,625.3418270542481,34952.85467575295,12.070775809590303,11,0,0.0893101315071762,11731.11398572757,business_expansion,healthcare,yes,high_school,west,0,0.7752351545467038,4.0275213322243,12797.578893520986,Subprime,0.13,🟢 Low Risk (Auto-Approve)
1023,53035.91340532131,797.4153637414536,15896.269698610611,6.2404678091971295,8,3,0.4478590107088379,470.6426177623259,real_estate,healthcare,no,bachelors,midwest,0,0.29972651884252594,0.35528532921415773,705.9639266434889,Elite,0.09,🟢 Low Risk (Auto-Approve)
1024,56820.5401834499,671.6537695959905,26991.511953913185,2.2872448532635885,3,4,0.5508531843056653,6286.335614655806,real_estate,services,no,masters,northeast,1,0.4750308931729409,2.7948055486729815,25145.342458623225,Average,0.82,🔴 High Risk (Auto-Reject)
1025,69143.69221274988,639.3824058094331,34577.118516311835,1.3024437067191514,12,0,0.2294273707039996,13823.425170778715,business_expansion,services,no,masters,northeast,0,0.500076252941782,4.797424110719052,13823.425170778713,Subprime,0.16,🟢 Low Risk (Auto-Approve)
1026,46278.06953260465,802.418347990279,16429.95436122693,2.2449842929448,12,3,0.16525814652317,7090.466991869852,business_expansion,services,no,high_school,southeast,0,0.3550267875727056,5.1786877815821475,7090.466991869852,Elite,0.05,🟢 Low Risk (Auto-Approve)
1027,50733.60160455603,764.5034181913387,36638.0750811078,3.97618297616165,5,2,0.1421204954276221,9390.441130886536,working_capital,healthcare,yes,masters,midwest,0,0.7221658609354001,3.0756335675709097,22537.058714127685,Elite,0.06,🟢 Low Risk (Auto-Approve)
1028,96744.76172213496,823.0368291805647,20534.361316997703,4.235821020354448,10,1,0.3446180557801281,4850.289355299677,business_expansion,technology,yes,masters,west,0,0.212252952526519,2.834442784223199,5820.347226359612,Elite,0.06,🟢 Low Risk (Auto-Approve)
1029,61965.04637102509,823.116760266229,23151.659138235016,0.2295612503016481,10,0,0.1821935178838522,,real_estate,services,yes,bachelors,northeast,0,0.3736244946806132,,,Elite,0.06,🟢 Low Risk (Auto-Approve)
1030,17497.116385586232,724.1169417745284,6156.546938204574,4.902023306685756,7,1,0.342192998690925,8490.977745916889,business_expansion,healthcare,yes,masters,southwest,0,0.3518606610673409,16.550143119791954,14555.961850143238,Average,0.08,🟢 Low Risk (Auto-Approve)
1031,54323.45255385071,797.4106475617187,14586.77022524653,3.0774554360494224,11,1,0.5080476386464807,14313.138105176522,equipment,services,no,masters,southeast,0,0.2685169947691874,11.774892907056497,15614.332478374388,Elite,0.07,🟢 Low Risk (Auto-Approve)
1032,45185.15473161919,796.9864772725496,14814.234478880897,0.1242778240320443,7,1,0.4833244541042815,10976.807696450162,equipment,retail,no,high_school,northeast,0,0.32785622992487723,8.891562540419066,18817.38462248599,Elite,0.15,🟢 Low Risk (Auto-Approve)
1033,6794.144470172223,607.9806569307259,105446.5592861528,1.126966998403249,9,2,0.1617960892194189,14268.094105828724,equipment,retail,no,bachelors,west,1,15.52021152171347,1.6237336754185476,19024.125474438297,Subprime,0.99,🔴 High Risk (Auto-Reject)
1034,56450.26789222368,716.2065725818723,12081.178029000424,2.143978982875643,9,2,0.4227304987296972,4510.074150854613,working_capital,food,yes,bachelors,southeast,0,0.21401453846182136,4.4797692476958915,6013.432201139485,Average,0.09,🟢 Low Risk (Auto-Approve)
1035,19825.359195936755,824.2562739705489,22804.428164504126,0.6264333550296282,6,0,0.1134637226365331,2618.030131265972,business_expansion,services,no,masters,west,0,1.1502655734569458,1.3776430326848672,5236.060262531944,Elite,0.29,🔴 High Risk (Auto-Reject)
1036,97729.57447689016,805.0197992701544,12306.746589784649,0.506110025103071,5,3,0.3804002029203943,8203.018969352664,working_capital,food,no,bachelors,southwest,0,0.12592653406768686,7.99855810096391,19687.245526446397,Elite,0.06,🟢 Low Risk (Auto-Approve)
1037,68437.21473129462,814.721605174661,20579.259918455013,0.0431523655105596,7,3,0.2578295355073821,9636.023916173112,working_capital,healthcare,no,bachelors,midwest,0,0.300702768212521,5.618874898916114,16518.898142011047,Elite,0.12,🟢 Low Risk (Auto-Approve)
1038,16554.64098338408,760.6023189518343,26614.451601433226,7.275975060268434,14,1,0.5248723357180011,18188.074209119382,working_capital,services,no,high_school,west,1,1.607673136985948,8.200690879449837,15589.7778935309,Elite,0.91,🔴 High Risk (Auto-Reject)
1039,94715.47317587436,799.0050710684101,10173.108181508956,0.1732304355548675,10,2,0.2201064387484317,519.630435054486,equipment,services,yes,bachelors,southeast,0,0.10740703541245909,0.612945926593786,623.5565220653832,Elite,0.02,🟢 Low Risk (Auto-Approve)
1040,125643.27847688028,794.6639008817638,45072.43409771312,1.3671730189040172,5,0,0.1284050579218839,3255.4308865087405,business_expansion,technology,yes,bachelors,west,0,0.3587333492416543,0.8667197904913453,7813.034127620977,Elite,0.07,🟢 Low Risk (Auto-Approve)
1041,40927.51735994248,779.6917526543011,10655.950181437613,0.6911527457929862,12,2,0.4914438580496137,6634.13726174124,working_capital,services,yes,masters,southwest,0,0.2603615090483609,7.470910222494546,6634.137261741239,Elite,0.03,🟢 Low Risk (Auto-Approve)
1042,44976.54799915746,758.3136286259485,5296.881692379986,4.053165099603406,19,2,0.0687207650409456,5993.443126533079,equipment,retail,yes,bachelors,southeast,0,0.1177698584711128,13.578048688884607,3785.3325009682603,Elite,0.0,🟢 Low Risk (Auto-Approve)
1043,88435.33215081919,758.1426559227866,24941.12875573772,3.684639296868231,10,0,0.5039884884930458,8027.259984200949,working_capital,food,yes,bachelors,west,0,0.2820267437137306,3.8621796452677097,9632.711981041139,Elite,0.05,🟢 Low Risk (Auto-Approve)
1044,119439.79382871027,820.6478986191502,83107.93370968364,4.923132693034532,9,1,0.1905907104061939,2825.35406717271,business_expansion,services,yes,bachelors,northeast,0,0.6958144437930754,0.4079544189428216,3767.1387562302803,Elite,0.09,🟢 Low Risk (Auto-Approve)
1045,9296.07416526858,826.8644233201046,3682.0223194980153,2.877659688230153,8,2,0.1442352734546227,8999.822696583757,business_expansion,services,yes,bachelors,northeast,0,0.3960835782974453,29.331129196883538,13499.734044875635,Elite,0.13,🟢 Low Risk (Auto-Approve)
1046,18531.57855399875,726.4485792683654,7068.502463147346,2.6869151054512583,14,3,0.1407398114217284,15453.130517052205,equipment,retail,no,high_school,west,0,0.38143013249252333,26.234349803431755,13245.540443187605,Average,0.08,🟢 Low Risk (Auto-Approve)
1047,35717.24295359052,751.656479662204,42587.457548488586,1.568242804246735,8,2,0.1408897059360964,3362.6908090132183,business_expansion,manufacturing,yes,bachelors,southeast,0,1.1923500815509456,0.9475158187645956,5044.0362135198275,Elite,0.14,🟢 Low Risk (Auto-Approve)
1048,38993.57932985791,750.4557996139506,12036.256796878248,3.0347620112100087,8,3,0.1043021789840206,21214.897624456848,working_capital,services,no,bachelors,west,0,0.3086727867441993,21.150992022661924,31822.34643668527,Elite,0.06,🟢 Low Risk (Auto-Approve)
1049,86682.7243275741,798.7140028434724,27851.08322220945,0.3671998810720586,7,2,0.1847537618184097,6360.76301630487,business_expansion,food,no,bachelors,southeast,0,0.3212991220368222,2.740617145360825,10904.165170808348,Elite,0.06,🟢 Low Risk (Auto-Approve)
1050,119853.3466516121,724.6207247963542,50527.21501698298,3.460911972909199,5,2,0.5115340623304203,4724.518453895019,real_estate,retail,no,bachelors,west,0,0.4215753370980514,1.1220531633830286,11338.844289348044,Average,0.07,🟢 Low Risk (Auto-Approve)
1051,125873.81807408962,702.198099664127,40607.6072000724,0.3291022889681997,11,0,0.3036399072072104,10667.63117489571,business_expansion,food,no,masters,southwest,0,0.322605668290531,3.152403771737634,11637.415827158957,Average,0.04,🟢 Low Risk (Auto-Approve)
1052,9034.306768985683,761.1972200486401,26436.554360957787,5.935855810525259,12,3,0.25908048599848,17570.820387424705,real_estate,healthcare,no,bachelors,southeast,1,2.926240500456896,7.9756931168187775,17570.820387424705,Elite,0.94,🔴 High Risk (Auto-Reject)
1053,24832.621259438238,795.8738435255311,26805.84380128513,2.113733623141579,10,2,0.0524520623608755,7537.491134010009,business_expansion,services,no,masters,west,1,1.0794609043174175,3.3742602649868365,9044.989360812011,Elite,0.69,🔴 High Risk (Auto-Reject)
1054,30385.110679269077,668.9805898386978,26382.17805366167,2.267346732296792,7,3,0.2272800269648587,15736.18980536315,equipment,services,no,bachelors,southwest,0,0.8682600610588365,7.157645486292549,26976.325380622544,Average,0.25,🟡 Medium Risk (Manual Review)
1055,24742.04883615957,640.200342234851,29973.260034741685,2.63740107116946,8,2,0.4233623947212262,5996.407116135922,business_expansion,services,no,masters,midwest,1,1.211429992448196,2.4007026699874023,8994.610674203883,Subprime,0.87,🔴 High Risk (Auto-Reject)
1056,68287.72371906991,,59255.52226194111,4.489030875112402,12,2,0.1144204990129467,17362.487493958193,business_expansion,services,no,bachelors,southeast,0,0.8677331595604718,3.516125450831072,17362.487493958193,Subprime,0.03,🟢 Low Risk (Auto-Approve)
1057,74282.07291386662,813.0070733561203,8637.823165564665,1.9529690109375533,7,3,0.2853095133502112,10370.314058129068,equipment,technology,no,masters,midwest,0,0.11628408883500878,14.406843751288323,17777.681242506973,Elite,0.03,🟢 Low Risk (Auto-Approve)
1058,50249.14612370242,794.6234367895636,7492.403379275638,1.6736891874611963,9,2,0.4077478671341056,2008.150400988893,working_capital,technology,yes,high_school,southeast,0,0.14910508848908552,3.216298374767494,2677.53386798519,Elite,0.1,🟢 Low Risk (Auto-Approve)
1059,46655.20362632858,718.9336598954555,36685.57751172549,1.0204374463167651,8,1,0.4736835121095272,4314.9626169946405,working_capital,services,no,high_school,west,0,0.7863126652612656,1.4114416322704977,6472.443925491961,Average,0.14,🟢 Low Risk (Auto-Approve)
1060,36995.01699577524,794.9143244947572,13606.609065774295,0.4110329491833737,9,0,0.1510907307735384,14558.635446161095,real_estate,services,yes,high_school,southwest,0,0.36779572414652884,12.839615256778268,19411.513928214794,Elite,0.05,🟢 Low Risk (Auto-Approve)
1061,40631.70776711751,634.1524140345614,68019.10158718152,0.6334320329287881,6,1,0.0678802314768633,4930.496692511729,real_estate,retail,yes,masters,southwest,0,1.6740399388831035,0.8698433076818353,9860.993385023457,Subprime,0.59,🔴 High Risk (Auto-Reject)
1062,140988.40744616155,798.7039771278642,28678.27463179364,0.0015839491330576,10,1,0.3389666252729319,12744.817855061185,business_expansion,healthcare,no,high_school,northeast,0,0.20340874225949995,5.33288059425941,15293.781426073421,Elite,0.09,🟢 Low Risk (Auto-Approve)
1063,82141.75336480174,645.073828694236,73494.71372076451,6.107345496832783,5,1,0.4962449493153797,17366.957760608533,working_capital,services,no,high_school,west,0,0.8947302767493329,2.835625619539246,41680.69862546048,Subprime,0.4,🔴 High Risk (Auto-Reject)
1064,38153.56519083204,591.9530095780128,39992.32676277181,4.343978212574268,12,1,0.2803593288647344,18514.489980691626,equipment,technology,yes,high_school,midwest,0,1.0481937025476613,5.555412694195065,18514.489980691626,Subprime,0.14,🟢 Low Risk (Auto-Approve)
1065,45958.28002754858,621.6149335911248,19051.38078210955,0.7403207716797916,12,1,0.2936996688880365,11468.952380555564,business_expansion,healthcare,yes,masters,west,0,0.4145364180445757,7.224013321696221,11468.952380555564,Subprime,0.04,🟢 Low Risk (Auto-Approve)
1066,69421.74667854367,814.6388621332625,24377.02577827855,0.0071788542640912,12,1,0.1380088973547654,18666.28491709548,working_capital,services,no,high_school,southwest,0,0.3511439418422586,9.188791981536141,18666.28491709548,Elite,0.19,🟢 Low Risk (Auto-Approve)
1067,16549.30000045348,829.6178456860437,48041.316822787776,2.032508412584224,6,1,0.1564002851207706,11410.147008406457,equipment,technology,no,bachelors,midwest,1,2.9029213816579165,2.8500834938798016,22820.294016812913,Elite,0.86,🔴 High Risk (Auto-Reject)
1068,55743.00329147815,817.435283119045,5591.771242882079,1.596010905915647,10,0,0.4641563756889724,7839.700984301729,working_capital,technology,yes,bachelors,west,0,0.10031341895309998,16.824080908419354,9407.641181162075,Elite,0.01,🟢 Low Risk (Auto-Approve)
1069,79006.26776085744,825.5899252352422,50084.24156264399,4.488416361380255,7,0,0.4542453098119898,,business_expansion,manufacturing,yes,bachelors,northeast,0,0.6339274462912616,,,Elite,0.17,🟢 Low Risk (Auto-Approve)
1070,72014.2038839588,592.843504481252,23120.64642063129,1.5469894507445676,10,3,0.0681991676250192,16131.057573501354,business_expansion,healthcare,yes,masters,southeast,0,0.3210567523302361,8.372287148048125,19357.269088201625,Subprime,0.05,🟢 Low Risk (Auto-Approve)
1071,25274.51976956065,805.950773447096,20418.301739864542,5.987790613592145,10,1,0.2407535918811273,7900.617816270059,equipment,technology,no,bachelors,northeast,0,0.807861115701803,4.643256574572968,9480.74137952407,Elite,0.16,🟢 Low Risk (Auto-Approve)
1072,29603.2308277525,744.5392402879736,96769.21538964804,0.3022409533517159,13,1,0.4908132748664404,5242.488984000125,business_expansion,technology,no,high_school,southeast,1,3.2688734534653774,0.6501020758997631,4839.2206006155,Average,0.93,🔴 High Risk (Auto-Reject)
1073,5844.607159401242,729.2420503190172,59649.55479756608,1.3664475326240424,11,1,0.6315460775081467,9337.812403043345,business_expansion,technology,no,high_school,west,1,10.205913446486788,1.8785345375468305,10186.704439683648,Average,0.98,🔴 High Risk (Auto-Reject)
1074,84920.20273491558,737.3627887206335,11641.97269757922,8.151616388813402,18,2,0.1630624118349406,541.2872539115566,working_capital,services,yes,bachelors,midwest,0,0.13709308648167576,0.5579335406180186,360.8581692743711,Average,0.01,🟢 Low Risk (Auto-Approve)
1075,181026.1829363732,807.5630597910928,30550.281409626798,0.0353968711809218,9,2,0.392877199379071,2437.445124563482,equipment,food,no,high_school,northeast,0,0.16876167256072877,0.9574164343227597,3249.926832751309,Elite,0.11,🟢 Low Risk (Auto-Approve)
1076,22176.2242404725,710.5170932578876,10175.182994317373,1.486773892951311,13,2,0.1928317131398956,17544.175194563144,working_capital,services,yes,high_school,southwest,0,0.4588329773355761,20.690547035108303,16194.623256519826,Average,0.07,🟢 Low Risk (Auto-Approve)
1077,105909.64761268512,838.3604346870786,34667.05373763297,0.9021125197584148,9,1,0.3443951193561604,7980.520570529949,business_expansion,healthcare,no,high_school,southeast,0,0.3273266838202641,2.7624570455608093,10640.69409403993,Elite,0.08,🟢 Low Risk (Auto-Approve)
1078,170661.73332920493,704.3195125331026,85207.74226781355,2.27696827716514,10,1,0.3504970770121573,17633.837795962285,equipment,technology,no,bachelors,midwest,0,0.49927854713305053,2.483413454219402,21160.60535515474,Average,0.07,🟢 Low Risk (Auto-Approve)
1079,34057.03323665299,785.7794590702445,67573.1601804925,0.9803782641351416,4,0,0.3696517404333589,,working_capital,services,no,masters,northeast,1,1.9841176332343786,,,Elite,0.93,🔴 High Risk (Auto-Reject)
1080,46007.864854229774,734.068531141625,33606.72224767701,6.118541207914108,11,0,0.1945438162303256,23818.33211297103,business_expansion,food,no,bachelors,west,0,0.7304560286410976,8.504845645141994,25983.635032332037,Average,0.04,🟢 Low Risk (Auto-Approve)
1081,60485.19340701624,830.8854130068769,30867.6867428163,8.300452361238756,8,2,0.0611936602753144,2141.816227877207,business_expansion,retail,yes,high_school,southwest,0,0.5103345960242175,0.8326440186033036,3212.7243418158105,Elite,0.08,🟢 Low Risk (Auto-Approve)
1082,70389.09501563243,777.3968094243273,21744.766391565543,5.674095667499953,4,0,0.1124283276865286,18193.598159589063,equipment,manufacturing,yes,bachelors,west,0,0.30892237479024753,10.04026320557543,54580.79447876719,Elite,0.02,🟢 Low Risk (Auto-Approve)
1083,62904.85676977943,,89319.54002646629,1.5253246299764442,7,1,0.6111064121772569,6705.183929345491,working_capital,technology,no,bachelors,southeast,1,1.4199148462154503,0.9008354401321831,11494.601021735129,Subprime,0.75,🔴 High Risk (Auto-Reject)
1084,36313.69837843001,765.0965773934098,44760.35218793168,13.795705734751772,7,2,0.0573359740684667,20989.2775559441,business_expansion,technology,no,high_school,southwest,1,1.2326024113952245,5.627107883642589,35981.61866733274,Elite,0.74,🔴 High Risk (Auto-Reject)
1085,78143.57609015312,731.0521495184071,17187.566100230928,3.984487518756473,9,1,0.1553992863740741,,real_estate,manufacturing,yes,bachelors,northeast,1,0.219948548047019,,,Average,0.68,🔴 High Risk (Auto-Reject)
1086,37007.713674244864,755.7027059221598,26666.56643883584,1.3183484877427334,9,2,0.3266650611266635,6079.721371948498,working_capital,retail,no,bachelors,midwest,0,0.7205677895577256,2.73588490031966,8106.295162597998,Elite,0.14,🟢 Low Risk (Auto-Approve)
1087,66073.23596487477,765.4088962747562,27683.80460872075,0.2951309428619409,6,0,0.1426413313029618,15259.502190042054,business_expansion,technology,yes,phd,midwest,0,0.41898666236716114,6.614481964044111,30519.00438008411,Elite,0.02,🟢 Low Risk (Auto-Approve)
1088,48875.197655412645,716.8936755756912,12279.177086965472,3.299256561752693,12,1,0.1061098299830311,13250.587091896869,equipment,technology,no,bachelors,northeast,0,0.25123534381462753,12.949324207690655,13250.587091896867,Average,0.02,🟢 Low Risk (Auto-Approve)
1089,7970.040408441894,578.7477037661033,27810.84760614788,3.912124751534356,5,1,0.2157714510584789,23370.774234135355,real_estate,healthcare,no,masters,west,1,3.489423664237704,10.084169126424898,56089.85816192485,Subprime,0.88,🔴 High Risk (Auto-Reject)
1090,116528.00641285404,734.0594258333163,36659.929891298205,0.391895257559057,6,1,0.4138080568067397,12296.140867329992,real_estate,technology,yes,high_school,southeast,0,0.31460188000997413,4.024931058119237,24592.281734659988,Average,0.04,🟢 Low Risk (Auto-Approve)
1091,30296.36165781459,686.7170078933661,10578.728778680994,2.393765948652346,9,3,0.612804447988518,15351.460508402086,real_estate,retail,no,bachelors,southeast,1,0.34917489097085475,17.413956814175375,20468.61401120278,Average,0.69,🔴 High Risk (Auto-Reject)
1092,124357.20481842315,621.7922816982082,51520.29717289556,13.048790797398537,13,0,0.366972950527052,,business_expansion,manufacturing,no,high_school,west,0,0.41429282081501867,,,Subprime,0.18,🟢 Low Risk (Auto-Approve)
1093,103067.13036618687,746.9626052496683,14185.50678876688,1.1846533053584496,7,1,0.5150265251095817,11002.98327532568,equipment,technology,no,bachelors,southwest,0,0.1376336639854747,9.307795715022586,18862.25704341545,Average,0.21,🟡 Medium Risk (Manual Review)
1094,59153.937183302354,819.6307420194473,17379.13657641443,1.078157369603116,9,0,0.1208005219465907,9088.8104123802,equipment,food,no,high_school,southeast,0,0.29379509469608245,6.275669937284322,12118.4138831736,Elite,0.07,🟢 Low Risk (Auto-Approve)
1095,73020.47215470523,760.6386228788554,13835.385831045674,7.008492830723528,11,4,0.6414539068467199,16636.216725283983,equipment,retail,no,bachelors,southeast,0,0.18947269748863382,14.42927599860939,18148.60006394616,Elite,0.15,🟢 Low Risk (Auto-Approve)
1096,79383.30233347663,735.2649046706733,11640.572146403272,0.3747040835267269,12,2,0.285662130173311,9258.790467577335,equipment,services,no,bachelors,midwest,0,0.14663753968691148,9.544675657996555,9258.790467577335,Average,0.05,🟢 Low Risk (Auto-Approve)
1097,42739.92630822673,776.189941931757,57785.331723402654,8.132901004380013,7,1,0.2516604885363393,3883.157540937148,real_estate,healthcare,yes,masters,midwest,0,1.3520222591558362,0.8063965214268028,6656.841498749397,Elite,0.2,🟡 Medium Risk (Manual Review)
1098,44367.06764202152,764.5069286770267,64879.40037063486,4.535396706750323,5,0,0.3120198327205329,10314.190555426116,working_capital,manufacturing,yes,masters,northeast,0,1.4623323969507833,1.9076977585805985,24754.057333022676,Elite,0.22,🟡 Medium Risk (Manual Review)
